sentence	sentence_id	locale	reason
浅裂掌叶树为五加科罗伞属的植物。	312b6c31f98c8a0ab3f8232f7d44b9edb11fedb84cca8ec14aef30a654f19542	zh-CN	different-language
辛哈罗瓦帝是某些泰国学者宣称曾经建立在其北部的古国。	324c5ef8b6649681727f71e407616ab7ea639602d43f0f4ccdb8f8057c83d979	zh-CN	different-language
辛哈罗瓦帝是某些泰国学者宣称曾经建立在其北部的古国。	324c5ef8b6649681727f71e407616ab7ea639602d43f0f4ccdb8f8057c83d979	zh-CN	offensive-language
辛哈罗瓦帝是某些泰国学者宣称曾经建立在其北部的古国。	324c5ef8b6649681727f71e407616ab7ea639602d43f0f4ccdb8f8057c83d979	zh-CN	difficult-pronounce
根据牛顿第二定律做曲线运动的物体在其运动轨迹的切向均受力。	30934869bc20d6a1039fddac13e1f412fa92538549e605dbfec262b0b8b04f6b	zh-CN	different-language
硫氰酸钯可由硝酸钯或氯化钯和硫氰酸铵溶液反应得到。	2dee90fc8f5c234865d80b24caa7e02deefcac0aa8afe5bea117bc3a40283ee2	zh-CN	difficult-pronounce
硫氰酸钯可由硝酸钯或氯化钯和硫氰酸铵溶液反应得到。	2dee90fc8f5c234865d80b24caa7e02deefcac0aa8afe5bea117bc3a40283ee2	zh-CN	grammar-or-spelling
硫氰酸钯可由硝酸钯或氯化钯和硫氰酸铵溶液反应得到。	2dee90fc8f5c234865d80b24caa7e02deefcac0aa8afe5bea117bc3a40283ee2	zh-CN	offensive-language
干隆三十年移驻乌什。	3401cd4dc4a33d0cae30c3645828c6b3c20bd72245be5e58843f85e1edad4956	zh-CN	grammar-or-spelling
他在干隆二十三年七月接替兄长绵伦成为和亲王第四代。	32f7090c352995542e7d40800287b11e65bbbb397c892fef7d30ff1141ddf356	zh-CN	grammar-or-spelling
他在干隆二十三年七月接替兄长绵伦成为和亲王第四代。	32f7090c352995542e7d40800287b11e65bbbb397c892fef7d30ff1141ddf356	zh-CN	grammar-or-spelling
这是以吉卜林的着名原作为基础所做的动画。	30511ab730a5af8ad40f24e453f5557b48153b8d564434ebf7519eac706b272f	zh-CN	grammar-or-spelling
而法人团体在涂尔干的另一着作社会分工论第二版序言有进一步的讨论。	2f9f385529e26c9d790a8f558d9e406d09a34d6f08f559cda53a88f1913f03d3	zh-CN	grammar-or-spelling
大冶以铁矿而着名。	310f389318c6efd07b9e0efb75a33c8248f8fc65b32551f510a07dd144733f72	zh-CN	grammar-or-spelling
后授刑科都给事中。	353d241a5e55b1ccad0ae021e573bc7be56bd25bfc93103d3ff591f180053222	zh-CN	different-language
干隆三十年移驻乌什。	3401cd4dc4a33d0cae30c3645828c6b3c20bd72245be5e58843f85e1edad4956	zh-CN	grammar-or-spelling
谭江柏为香港着名歌坛巨星谭咏麟的父亲。	30395e1fb7bcc1ed247905e58b3dc7c4364ffeec19c3be7c9d6789d3cc0222cd	zh-CN	grammar-or-spelling
这是以吉卜林的着名原作为基础所做的动画。	30511ab730a5af8ad40f24e453f5557b48153b8d564434ebf7519eac706b272f	zh-CN	grammar-or-spelling
宏杨中国武术。	394b5c7e6c0344ac5eb755781c9b9c6ecf7d5a1f3faa47667127ad612795ba52	zh-CN	grammar-or-spelling
莱阿德雷德莱斯泰雷勒人口变化图示	3d0ca21c72cd291f069433f889ec7be480928af7c6744c852d6bbededccf0c4e	zh-CN	different-language
金太宗天会九年。	3c15b752c75ed57a28d65c54ed4dfe763dc65432ea9d17474666ac5ecc7cc6f2	zh-CN	grammar-or-spelling
池后正中为文澜阁。	3d273664ac1a7f8a138f2a69c43eb5d432d57bab411492a1b92de97aee4f6a00	zh-CN	offensive-language
池后正中为文澜阁。	3d273664ac1a7f8a138f2a69c43eb5d432d57bab411492a1b92de97aee4f6a00	zh-CN	different-language
列出现今已知的数个制图软体	3f4268f8dcdfd01cfa32bb56465bf78e8ad9ad58428129d68cf987ce88b6a30e	zh-CN	different-language
国际政治科学协会致力于世界各国在政治学的的进步。	3ef7fbc70a2939bfb36b7a1ebc2fce404c7002a69e571ba2bb5d2fd7149ad879	zh-CN	grammar-or-spelling
他有三本着作。	41f02ac93bf4ad0c157fa6532601c5f55fe28989ee254a77738f57afac42b0c2	zh-CN	grammar-or-spelling
陈希豪早年毕业于北京中国大学政治经济科。	42ba056cb9b0e656af9d40517e60980391a736e676934433c201171771dfdcf9	zh-CN	grammar-or-spelling
其他着作权条约并不要求这种手续。	42fcc67397700900c5237dfd35953991bc7e8df8ab04f05592ad915cdfa76d03	zh-CN	grammar-or-spelling
地地藕为鸭跖草科鸭跖草属的植物。	44204152f87aa9aaf1b41797d968e9f0bc4b172a5a468944c6bd8c4350fdbfcb	zh-CN	grammar-or-spelling
另外较特别的是它的与是连接在一起的。	43eaea33139bcbbc33dda4ee027f25a4ab581b8feef1c0d01a8355516b588263	zh-CN	grammar-or-spelling
境内有井冈山机场和着名古村落爵誉村。	45965e1e670c2c684442375dff7eb252802639267fbc421ff7c18ee71a2651e0	zh-CN	grammar-or-spelling
他也是几种抗癌药物的制造商。	454d1eb8fc1eb2b62e277ffd725ded2fcac71d79c412385290c9b7defcc6c228	zh-CN	grammar-or-spelling
比赛在拉加曼拉拉体育场的曼谷和的北榄坡举行。	434ef4b09e4dcb22617dab34c9ffc4d452bad86ae43e68ea646416fa9073649c	zh-CN	grammar-or-spelling
他也是几种抗癌药物的制造商。	454d1eb8fc1eb2b62e277ffd725ded2fcac71d79c412385290c9b7defcc6c228	zh-CN	grammar-or-spelling
地地藕为鸭跖草科鸭跖草属的植物。	44204152f87aa9aaf1b41797d968e9f0bc4b172a5a468944c6bd8c4350fdbfcb	zh-CN	grammar-or-spelling
他是缅甸大学教育和女性教育的着名宣导者。	4291425ab7ee768b9fdae5c332967d04ddf9f9c23f44d7d853d48a4d3cb1d0fb	zh-CN	grammar-or-spelling
此歌的出现取替了花洒的年度作地位。	4315f511bc69acc103cc4bc9b23d83a5e1cedfe16d93cc9e222596bfc914dc18	zh-CN	grammar-or-spelling
比赛在拉加曼拉拉体育场的曼谷和的北榄坡举行。	434ef4b09e4dcb22617dab34c9ffc4d452bad86ae43e68ea646416fa9073649c	zh-CN	grammar-or-spelling
着作权法是对日本的着作权立法的总称。	45e213ad29acdd7a861314e94ecf2f092a802b72ffabd3fc603bb890408553e6	zh-CN	grammar-or-spelling
干隆十三年戊辰翻译科进士。	4649d9962fa15faf23232568f3da99e44570293e70417b186cb302ffcf54fa8a	zh-CN	grammar-or-spelling
门内有高台甬路通往干清宫月台。	4432de3a7d42a016bcccaefd505128609ce67ab101bd043ab7e4ec20568349dd	zh-CN	grammar-or-spelling
此部剧集亦是周迅睽违小萤幕超过十年的电视剧。	3bfd8774b3796bbeb7e3d289e9ffed4bf69b7a9cde2a29ef30be7ada6b931dcb	zh-CN	grammar-or-spelling
干隆二十年任通永河道。	457457c69ec84685de13b5ec26e7d5b724a9e759b915ee42b46991bc8b72d967	zh-CN	grammar-or-spelling
门内有高台甬路通往干清宫月台。	4432de3a7d42a016bcccaefd505128609ce67ab101bd043ab7e4ec20568349dd	zh-CN	grammar-or-spelling
着作权法是对日本的着作权立法的总称。	45e213ad29acdd7a861314e94ecf2f092a802b72ffabd3fc603bb890408553e6	zh-CN	grammar-or-spelling
黛丝碧娜要求阿方索让她接管这个计画。	465d4a26d6e835b6cdf872815ee5ca4a5d9a91ef9701e194064d1ad83189fd0a	zh-CN	grammar-or-spelling
干隆十三年戊辰翻译科进士。	4649d9962fa15faf23232568f3da99e44570293e70417b186cb302ffcf54fa8a	zh-CN	grammar-or-spelling
此歌的出现取替了花洒的年度作地位。	4315f511bc69acc103cc4bc9b23d83a5e1cedfe16d93cc9e222596bfc914dc18	zh-CN	grammar-or-spelling
教员时期台湾风土记民俗台湾台湾省宣传委员会岛根新闻社平凡社	4660895832a41b4c142401671aacb361c20f0bd990f00e4b319ce1796b043ad8	zh-CN	difficult-pronounce
肉穗花序是天南星科植物的显着特征。	4314a1fe9f31e7af5614af60df430659d53e82f80d2227b148052bc48aa4e68b	zh-CN	grammar-or-spelling
南定市改为河南宁省省莅。	4705824a6af54e78e9bfae825edf28e1f6862e1c042dbd09b46d94d97b6b7322	zh-CN	difficult-pronounce
此歌的出现取替了花洒的年度作地位。	4315f511bc69acc103cc4bc9b23d83a5e1cedfe16d93cc9e222596bfc914dc18	zh-CN	grammar-or-spelling
他是缅甸大学教育和女性教育的着名宣导者。	4291425ab7ee768b9fdae5c332967d04ddf9f9c23f44d7d853d48a4d3cb1d0fb	zh-CN	grammar-or-spelling
干隆二十年任通永河道。	457457c69ec84685de13b5ec26e7d5b724a9e759b915ee42b46991bc8b72d967	zh-CN	grammar-or-spelling
其他着作权条约并不要求这种手续。	42fcc67397700900c5237dfd35953991bc7e8df8ab04f05592ad915cdfa76d03	zh-CN	grammar-or-spelling
如果你是故意想想激怒我，我告诉你，那你成功了	47cb1b54f23de1aafade63cbe06f886f961da60633030a07f7da6ed441a97fab	zh-CN	grammar-or-spelling
着作权法是对日本的着作权立法的总称。	45e213ad29acdd7a861314e94ecf2f092a802b72ffabd3fc603bb890408553e6	zh-CN	grammar-or-spelling
史达的想法是将当时节奏蓝调的原型利用到在流行音乐中。	44c59d3ddd1cda4edcaecf9ee0b6af963b84bad66901d5b22a0f45a2a1034f86	zh-CN	grammar-or-spelling
此歌的出现取替了花洒的年度作地位。	4315f511bc69acc103cc4bc9b23d83a5e1cedfe16d93cc9e222596bfc914dc18	zh-CN	grammar-or-spelling
此歌的出现取替了花洒的年度作地位。	4315f511bc69acc103cc4bc9b23d83a5e1cedfe16d93cc9e222596bfc914dc18	zh-CN	grammar-or-spelling
其他着作权条约并不要求这种手续。	42fcc67397700900c5237dfd35953991bc7e8df8ab04f05592ad915cdfa76d03	zh-CN	grammar-or-spelling
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
辽东堇菜为堇菜科堇菜属的植物。	47cde9f767d58a795cc6258fa8c6c44cfb4bb4549efa05633665f9d082216dc3	zh-CN	different-language
而后在干隆十三年再修。	4a0064a6987fa50cb2bf8bd487c346cf290a5a0988e45a10f7c83a956c3f2988	zh-CN	grammar-or-spelling
而后在干隆十三年再修。	4a0064a6987fa50cb2bf8bd487c346cf290a5a0988e45a10f7c83a956c3f2988	zh-CN	“??”????????????“??”??????
史达的想法是将当时节奏蓝调的原型利用到在流行音乐中。	44c59d3ddd1cda4edcaecf9ee0b6af963b84bad66901d5b22a0f45a2a1034f86	zh-CN	grammar-or-spelling
他也是泛星计画台湾团队的其中一位共同主持人。	450178f98141a8a7432c6d56e6b4b04280da3598e72e921e126d6e937a88b951	zh-CN	grammar-or-spelling
他也是泛星计画台湾团队的其中一位共同主持人。	450178f98141a8a7432c6d56e6b4b04280da3598e72e921e126d6e937a88b951	zh-CN	??????“??”??“??”?
陆广霖为干隆四年己未科进士。	493209671988153be8b07d82ab8fd69268ba7c89574a2e690122866b341510ae	zh-CN	grammar-or-spelling
陆广霖为干隆四年己未科进士。	493209671988153be8b07d82ab8fd69268ba7c89574a2e690122866b341510ae	zh-CN	“??”????????“??”?
这些相片都是他父亲向一名天津市的购买的。	492c8ad835dc66d1f01ac7bf03c568b8dc98c662acf38c834e581627e0214b31	zh-CN	grammar-or-spelling
干隆五十九年卒。	49d73925164138ed2bd0c4c178e3f67e57a9f65c8a42d9c321c5e6f0578b7cdb	zh-CN	??“??”?
加茂市为一位于日本新舄县中部的城市。	4ad1ea8113509a06d4101e51175874d728d0f9f996570fd5b63392dcb646e6cc	zh-CN	grammar-or-spelling
陆广霖为干隆四年己未科进士。	493209671988153be8b07d82ab8fd69268ba7c89574a2e690122866b341510ae	zh-CN	??“??”?
而后在干隆十三年再修。	4a0064a6987fa50cb2bf8bd487c346cf290a5a0988e45a10f7c83a956c3f2988	zh-CN	grammar-or-spelling
而后在干隆十三年再修。	4a0064a6987fa50cb2bf8bd487c346cf290a5a0988e45a10f7c83a956c3f2988	zh-CN	??“??”?
他也是泛星计画台湾团队的其中一位共同主持人。	450178f98141a8a7432c6d56e6b4b04280da3598e72e921e126d6e937a88b951	zh-CN	??????“??”?????“??”?
肉穗花序是天南星科植物的显着特征。	4314a1fe9f31e7af5614af60df430659d53e82f80d2227b148052bc48aa4e68b	zh-CN	“??”????????????“??”?
图勒空军基地是一个为于格陵兰岛北部卡苏伊特萨普自治市的美国无建制领地飞地。	4ad58cc125712bcab64a53ccc3d13ba04433b0f4cbe06ef0cc0fe65c0f1a3fea	zh-CN	“??”????
从没有一天空閒下来	4966158e88bed82688b47fd4203c2befb94744452f09de95f04ae93061d184e7	zh-CN	“??”????????
赞古勒赫的波尔至之间的路段为第三标段。	4af563c2fc94779b3858490cc9df46ebe341693d3267441915df2c1584e4082f	zh-CN	grammar-or-spelling
她参与推动禁止严重违反人权的中国大陆党政官员进入台湾。	4c89928e1442d813cd762f7c894253309a94e8437afd003758571c2252d05c52	zh-CN	offensive-language
原姓为薮田改成薮田。	4a466aa0d87be3bacbea684b6ba8b8eec77299dcd0afc532255b9f26f690b868	zh-CN	difficult-pronounce
乞伏干归便把乞伏炽磐等人送到西平。	48082c0f693fe41aad1668b2c3dc71f251d5d966c1de505e6c4ae4e27f5c3ac1	zh-CN	difficult-pronounce
此书是他公开出版发行的第一部着作。	4a5bdd0f3865bff96c19334b86919e1176262c86873bb336b858997c17a2111f	zh-CN	grammar-or-spelling
而也有学者认为宪政史一种制度安排和较好的政治条件。	4b957bae746a55158be85affc51122bdc2b2262d9e49719b3243e6dd51360541	zh-CN	grammar-or-spelling
朴正熙是一位颇具争议性的韩国总统。	4fdf002a378f3c4cdaae45836f1808678cf352618a00446d29d08e96d7880fa5	zh-CN	offensive-language
朴正熙是一位颇具争议性的韩国总统。	4fdf002a378f3c4cdaae45836f1808678cf352618a00446d29d08e96d7880fa5	zh-CN	different-language
朴正熙是一位颇具争议性的韩国总统。	4fdf002a378f3c4cdaae45836f1808678cf352618a00446d29d08e96d7880fa5	zh-CN	s6o/mw
泰德持续对他的儿女说明他是如何遇到他们的母亲。	50a3ae1e53ec8f4ea25f6893fd6da357e9ad19f5afd40d15f15eec7cfff41aeb	zh-CN	difficult-pronounce
哈柏法对于制造化肥和炸药很重要。	4f5443937bd37c991f9b9f7d821dcc6d9159d1aa34dd479ac26325bd973845f1	zh-CN	grammar-or-spelling
津田山站南武线的铁路车站。	50d3c58bd8e41e80ec540245f6d1e81e67182bc199bf78cd54a667bc96f89069	zh-CN	grammar-or-spelling
莱索蒂厄。	50861e02a9928f14e92f7a76052986ed9ff02edcb9fb9e9e01708068635deefc	zh-CN	grammar-or-spelling
原姓为薮田改成薮田。	4a466aa0d87be3bacbea684b6ba8b8eec77299dcd0afc532255b9f26f690b868	zh-CN	????????????????
这些相片都是他父亲向一名天津市的购买的。	492c8ad835dc66d1f01ac7bf03c568b8dc98c662acf38c834e581627e0214b31	zh-CN	grammar-or-spelling
这些相片都是他父亲向一名天津市的购买的。	492c8ad835dc66d1f01ac7bf03c568b8dc98c662acf38c834e581627e0214b31	zh-CN	grammar-or-spelling
贝里琉战役中著名的中川州男上校便在首波获传达的师团中。	2b9138e3ad8173947d9b37b92cf576f97e473740474e7e9bf15b5c02e6fc218d	zh-CN	grammar-or-spelling
院名又著名学者袁行霈题写。	3d290b5fd13462e71612e1c16a785ae2506a40575a7b0f5e6d573e51a16a68d7	zh-CN	grammar-or-spelling
这些相片都是他父亲向一名天津市的购买的。	492c8ad835dc66d1f01ac7bf03c568b8dc98c662acf38c834e581627e0214b31	zh-CN	grammar-or-spelling
马哈茂德帕夏及其兄弟的祖父是或者。	519970c2116b569df232c10e81bdaf8619c8c31eb0cf51151f82222c1dc4b655	zh-CN	grammar-or-spelling
之后甚至将商那和修改成是末田底迦弟子。	51f7500d58ab4bf6369e7e273efc28658188fa8b1216ef19bf0a5316c5af6841	zh-CN	difficult-pronounce
米兰足球俱乐部是一家位于义大利北部伦巴第大区米兰市的足球俱乐部。	51eee7cb2e877f82794394ac7078d7bb35d6fe8a470684a20055898044c6a925	zh-CN	grammar-or-spelling
这些相片都是他父亲向一名天津市的购买的。	492c8ad835dc66d1f01ac7bf03c568b8dc98c662acf38c834e581627e0214b31	zh-CN	????????
其名称是以义大利化学家亚佛加厥命名的。	51ca87136b88963883989bfe3ce1aa2b86b4af598a7bdaaf11fee4e28b5fc248	zh-CN	"??????""???""??“???”"
马哈茂德帕夏及其兄弟的祖父是或者。	519970c2116b569df232c10e81bdaf8619c8c31eb0cf51151f82222c1dc4b655	zh-CN	grammar-or-spelling
自此美国联邦政府出现廿多次次资金短缺。	5346f63b91b0124cd0df119b78eb09f74821d7bdb78f5513982c929125d5ca8b	zh-CN	grammar-or-spelling
很多评论家着书立说批评沃斯通克拉夫特在教育方面的观点。	4f54b71e46d4da10b38f956ee8feed56d7c303dec450e4d4b71ff541946fb10a	zh-CN	grammar-or-spelling
院名又著名学者袁行霈题写。	3d290b5fd13462e71612e1c16a785ae2506a40575a7b0f5e6d573e51a16a68d7	zh-CN	grammar-or-spelling
鹉川站日高本线的铁路车站。	519eaa10ef1945fc3bab00094df615ebcb888d15065e77c061f9a97ad9b4fd13	zh-CN	grammar-or-spelling
当天现场须购票	536f83fa2a82179c2463eb7b80f39cadbd599c35004db269106c4ced9856b975	zh-CN	offensive-language
当天现场须购票	536f83fa2a82179c2463eb7b80f39cadbd599c35004db269106c4ced9856b975	zh-CN	grammar-or-spelling
当天现场须购票	536f83fa2a82179c2463eb7b80f39cadbd599c35004db269106c4ced9856b975	zh-CN	different-language
当天现场须购票	536f83fa2a82179c2463eb7b80f39cadbd599c35004db269106c4ced9856b975	zh-CN	difficult-pronounce
当天现场须购票	536f83fa2a82179c2463eb7b80f39cadbd599c35004db269106c4ced9856b975	zh-CN	Eduardo 
干元元年改霸州。	53552fb224d6b3f3741d378e09e88a5fe717cfdd835042d8ea86e1c6458dfaa3	zh-CN	grammar-or-spelling
自此美国联邦政府出现廿多次次资金短缺。	5346f63b91b0124cd0df119b78eb09f74821d7bdb78f5513982c929125d5ca8b	zh-CN	grammar-or-spelling
结实可靠的藉由一根卷簧提供动力。	5ba63f065e074f3da691124819d4e961ef886aea64244e5e08d70808b0dd453f	zh-CN	grammar-or-spelling
汉达瓦底国际机场是一座于缅甸的计画中国际机场。	5c12038971a1c3a8b5bb6b26a84dedaf23509dadb618215f81f6ad3ca25528fd	zh-CN	difficult-pronounce
从简单的零组件型式最为复杂的结构体。	5e26767dc210b5c6cead088448fb7d3be817b132fc1418aeeb051416ec454c79	zh-CN	grammar-or-spelling
拉贝让。	5aa436e9f07f7142653406b7589bc477f3d5715f8224900279a8902178c8f489	zh-CN	grammar-or-spelling
齐尔比茨附近库尔姆是奥地利施蒂利亚州穆劳县的一个市镇。	5e509e8a5242246668b686c5cdd8f8bdfc4ecc2a3c9f7b99fc48ba83280f234c	zh-CN	different-language
拉沙尔克。	5a61ad0193ad36130fe30310325778ce04006ae153c06ca9f215fa5135d9edf3	zh-CN	different-language
拉沙尔克。	5a61ad0193ad36130fe30310325778ce04006ae153c06ca9f215fa5135d9edf3	zh-CN	grammar-or-spelling
同年置毕节县隶威宁府。	5e9ee5c6d112d22cd28bed2e6fdf96531e7322ea12ffcb61178538464369b680	zh-CN	"??????????
The character “?” should be “?”."
万德斯坦。	596e4a3c9db055cb0fcc422f1a7eec8a25d2a1902fdcfbc01f4fc3b74ccd402b	zh-CN	different-language
万德斯坦。	596e4a3c9db055cb0fcc422f1a7eec8a25d2a1902fdcfbc01f4fc3b74ccd402b	zh-CN	grammar-or-spelling
从简单的零组件型式最为复杂的结构体。	5e26767dc210b5c6cead088448fb7d3be817b132fc1418aeeb051416ec454c79	zh-CN	grammar-or-spelling
这种书写规范化趋势也由临近的科唐坦以及诺曼底区域的初步诺曼语文学复兴所促进。	69e3702cfdcf76d185dd4efdcc70e21c9bcfe77f585e4ec36a9422b116574003	zh-CN	difficult-pronounce
